1.10.100.1	9999999995010100121
4.549.809.11	9600728
4.586.726.93	82327567
2.399.354.66	90381487
8.507.971.55	90155484
2.133.245.84	74334430
4.592.423.66	31158803
7.823.395.42	78062544
3.787.873.93	64695825
4.324.223.41	14963946
6.290.134.50	63139556
3.766.989.24	62521339
7.241.667.42	45406141
5.664.586.68	25153772
4.749.266.92	40898555
6.763.316.42	72496112
2.775.612.93	81788105
2.879.461.24	80374855
6.714.436.97	44162679
8.449.635.83	87808665
8.872.493.88	25333422
3.581.763.88	86077647
7.929.738.14	97510413
8.406.352.16	90277564
6.198.407.71	49133170
7.119.329.23	17803488
7.627.842.52	87373193
6.978.445.12	69891917
8.911.504.55	33713514
5.448.693.52	69691284
3.280.365.75	51054121
8.229.791.81	7327736
3.274.741.71	41492328
6.659.681.45	71086550
2.200.514.38	55783630
4.551.873.34	15138914
3.698.476.69	75501258
8.381.725.73	51209843
8.746.728.30	91081585
6.811.310.48	28204871
2.415.390.48	99267766
5.333.755.18	44091622
8.285.743.68	39945393
5.139.461.14	39266869
7.429.152.14	59001674
2.825.897.74	85230524
6.319.836.96	19633607
8.556.582.27	50635052
3.546.268.92	36480735
6.402.735.89	22682171
6.946.148.83	84064619
3.916.461.89	87398223
8.315.218.79	23279789
7.525.151.87	54535442
7.534.350.32	48099896
7.487.894.16	63718409
4.570.530.83	94238000
2.277.913.59	59983321
3.450.133.19	68231352
2.234.392.35	29042230
3.778.943.61	30308736
6.216.811.40	91445299
2.548.725.97	81442368
3.237.725.51	29311105
5.473.845.56	92186595
2.145.518.43	48448404
4.278.103.59	4261970
2.204.283.60	46502339
7.557.135.85	82356136
3.902.591.95	28223842
7.249.234.72	31281731
2.302.712.46	13083105
8.226.181.10	15456837
6.566.946.48	54226320
8.371.432.34	83654905
6.966.802.61	7209363
5.815.112.26	100108774
7.665.496.95	13033078
2.133.829.90	9347334
6.126.983.76	90751735
3.602.983.69	1593637
2.897.704.39	44329634
6.542.290.90	27159647
7.418.756.85	28480403
4.254.552.64	28035522
5.968.587.63	67939304
7.551.464.36	58790311
6.986.855.54	1991001
5.488.472.54	73976087
3.404.722.42	64103500
3.124.680.58	4459022
2.246.759.38	23203589
2.431.257.71	3488586
3.649.860.66	4469883
3.896.461.32	56860009
4.352.254.91	87516712
5.316.431.60	62225319
2.891.854.60	23495333
5.228.389.77	44464759
3.628.995.36	45948575
4.104.617.45	47043009
3.408.339.85	77220832
5.862.435.93	60443686
5.656.648.13	63847376
5.702.567.35	73100665
2.160.320.95	19625273
2.877.836.46	15726325
7.628.144.49	8002824
8.863.983.26	21574450
5.611.204.62	4015174
7.544.446.29	22969495
5.682.518.87	86240868
4.491.753.65	51384077
4.413.683.76	74157439
5.897.523.83	1453063
7.465.469.36	4833678
4.373.525.67	11575272
8.499.162.74	22112067
7.113.454.24	52172753
2.139.850.91	51306896
7.289.573.84	88252845
3.479.231.22	12971952
7.775.470.67	46649592
5.563.241.35	100476204
3.642.289.96	69208876
6.144.318.25	8966731
4.644.669.15	42225487
5.296.556.73	88795230
8.551.641.36	19640584
5.864.508.65	44637746
8.225.672.22	94864488
6.122.942.59	36346823
4.771.601.34	82602352
6.296.784.13	33041146
2.785.478.48	43729258
2.520.327.79	85059733
5.726.990.39	73086513
8.666.640.49	98186152
3.807.572.73	93052267
2.377.955.73	91982722
2.333.200.70	9877373
8.336.309.92	82165531
2.631.443.20	6071280
7.585.386.42	98698150
3.244.962.47	6573008
3.683.553.48	50685280
8.793.372.31	97048623
5.176.531.55	62207045
5.443.936.80	33419406
2.382.359.57	11950605
7.875.511.42	65643801
8.158.321.98	17867705
3.785.733.55	92851435
3.379.223.82	12115162
4.386.425.30	40158967
4.692.812.85	4219864
2.256.133.40	89885192
8.593.593.90	74750638
8.413.909.79	426785
4.410.779.92	93776445
7.891.574.48	92756273
7.286.236.73	8043688
4.129.386.63	1360235
2.474.165.29	81114934
3.950.878.18	3448483
2.645.982.14	73677258
3.618.359.48	27433855
7.823.946.61	28850404
8.231.187.35	82007507
2.823.331.76	15603325
7.917.850.34	33615987
7.911.254.36	88322233
4.940.180.67	7784104
3.724.951.45	84164082
2.556.884.19	73521535
7.197.106.89	35076519
3.749.683.13	63001315
7.244.573.67	94268614
6.230.433.23	97804779
4.652.933.45	77476271
2.271.964.91	70290259
4.740.336.42	13582077
6.669.525.36	88061762
7.715.855.31	44021338
5.434.916.31	26089018
8.748.978.93	71934434
4.367.734.28	56761813
4.449.154.16	50210191
8.448.941.18	99049141
2.493.105.62	25405746
5.702.749.52	24977685
5.915.736.21	97025508
3.679.159.84	2844336
2.283.937.50	28795082
2.989.173.84	67933894
2.832.438.68	62375652
2.962.398.32	55025813
8.957.455.49	94430072
5.618.855.47	68642746
7.815.807.34	76074049
7.383.230.64	66818900
5.125.164.84	36524100
4.257.199.45	44147626
7.414.919.44	95188487
8.623.488.73	49005367
5.913.561.50	37538241
4.342.503.36	28143030
3.245.603.75	22842400
2.107.396.62	20286066
4.748.297.42	86254891
6.612.700.12	9990929
5.133.158.72	32800137
8.975.994.28	43768376
2.299.479.87	63520176
7.272.927.36	77402923
2.481.276.47	93418258
